Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	48.320	0.976	4	4,14,23,5,12,11,13,16
11	47.710	0.968	1	3,17,24,2,14,8,1,6
12	47.210	1.105	4	10,7,9,6,5,4,21,11
13	46.780	0.956	6	11,20,13,6,12,14,17,8
14	46.350	1.017	0	12,5,20,22,3,23,0,24
15	45.530	0.943	0	4,18,5,6,22,0,7,14
16	44.850	0.988	1	20,12,4,19,17,1,7,16
17	44.050	1.010	9	22,9,24,18,10,16,20,17
18	43.270	1.014	1	11,15,12,1,3,9,13,8
19	42.520	1.089	7	7,22,23,13,16,15,18,8
20	43.940	0.995	2	4,1,21,18,10,5,23,8
21	42.940	1.067	1	22,24,3,1,19,7,9,16
22	42.200	1.095	0	19,6,20,18,11,10,14,0
23	41.260	1.067	1	22,3,15,6,16,23,21,1
24	42.700	1.032	6	12,23,3,24,4,19,15,17
25	43.500	1.075	11	1,22,14,5,24,15,20,6
26	44.040	1.017	8	7,5,3,1,4,6,2,22
27	43.100	1.074	1	8,2,22,12,1,17,13,15
28	42.210	1.070	6	14,10,22,24,16,6,18,8
29	42.770	1.137	5	13,4,6,24,2,19,8,12
30	43.350	1.113	13	8,22,3,6,7,1,12,24
31	42.430	1.121	0	0,8,9,1,24,17,22,7
32	41.540	1.123	0	12,0,20,2,7,9,23,21
33	40.670	1.054	1	18,11,10,21,14,1,5,2
34	39.630	1.138	0	0,22,19,11,17,4,5,24
35	38.770	1.263	0	21,23,0,10,16,12,5,19
36	37.680	1.135	5	12,23,14,6,21,5,18,17
37	39.380	1.097	18	8,2,20,14,22,4,13,16
38	38.360	1.100	1	3,20,9,4,24,18,7,1
39	37.170	1.165	1	12,14,13,11,2,20,1,23
40	35.990	1.207	0	13,0,18,4,15,3,2,9
41	34.550	1.224	3	20,21,3,17,18,4,19,23
42	33.190	1.169	3	18,4,5,11,24,12,3,15
43	36.350	1.187	1	10,3,21,15,9,7,11,19
44	35.080	1.256	0	1,0,7,16,3,17,2,4
45	33.460	1.292	1	15,20,1,24,11,16,21,6
46	32.180	1.279	0	15,1,21,16,18,8,0,22
47	30.680	1.385	1	16,3,22,5,1,18,7,14
48	29.050	1.313	0	22,0,3,7,11,10,24,9
49	27.300	1.317	2	3,9,23,14,19,6,10,2
