Epoch	Test Accuracy	Min Index	Selected Indices
0	35.500	1.380	NA	NA
1	36.540	0.931	NA	NA
2	42.290	0.982	NA	NA
3	44.420	0.833	NA	NA
4	44.850	0.738	NA	NA
5	45.220	0.724	NA	NA
6	46.390	0.773	NA	NA
7	47.370	0.672	NA	NA
8	47.740	0.714	NA	NA
9	49.490	0.679	NA	NA
10	48.680	0.631	2	6,18,19,2,3
11	47.710	0.627	2	22,2,8,4,14
12	46.620	0.646	12	12,24,13,19,15
13	45.560	0.632	0	6,4,3,0,10
14	48.040	0.681	4	0,13,12,8,11
15	48.430	0.651	2	16,1,21,3,13
16	47.580	0.645	0	5,3,0,17,15
17	46.400	0.681	5	12,22,5,16,23
18	45.290	0.692	2	3,2,12,22,11
19	46.710	0.693	10	15,22,11,17,2
20	45.530	0.687	10	19,21,10,17,22
21	44.370	0.722	0	8,13,0,23,9
22	43.340	0.739	1	3,14,19,1,15
23	42.080	0.730	4	14,4,13,22,7
24	44.310	0.694	23	18,19,4,16,5
25	43.320	0.755	0	0,16,12,22,4
26	42.000	0.806	7	12,19,22,7,13
27	40.720	0.804	6	16,22,13,15,6
28	39.010	0.802	0	14,0,13,24,15
29	37.100	0.843	15	18,20,17,15,19
30	35.160	0.888	3	24,23,15,3,4
31	40.820	0.878	23	0,1,24,2,21
32	39.580	0.847	11	13,19,11,24,14
33	37.950	0.867	8	8,17,24,22,19
34	36.070	0.894	5	10,5,22,6,24
35	34.130	0.916	3	13,12,7,3,17
36	31.790	0.952	0	8,0,21,22,18
37	29.320	0.982	3	14,12,3,4,6
38	37.310	0.971	12	7,17,14,4,22
39	35.540	0.936	0	17,20,6,11,0
40	33.520	0.974	4	4,19,6,10,12
41	31.770	1.047	4	4,5,17,7,12
42	29.610	1.030	2	2,11,20,21,22
43	26.810	1.048	1	1,14,10,8,17
44	23.930	1.104	4	8,21,4,6,12
45	33.820	1.110	0	7,14,19,13,24
46	31.940	1.058	1	1,21,24,17,5
47	29.960	1.068	0	3,2,4,0,18
48	27.600	1.147	2	21,3,23,9,2
49	31.840	1.079	3	22,19,5,18,14
