Epoch	Test Accuracy	Min Index	Selected Indices
0	38.110	1.378	NA	NA
1	44.690	0.936	NA	NA
2	44.760	0.802	NA	NA
3	46.880	0.831	NA	NA
4	47.510	0.673	NA	NA
5	47.680	0.702	NA	NA
6	48.050	0.749	NA	NA
7	49.750	0.692	NA	NA
8	51.520	0.612	NA	NA
9	51.560	0.603	NA	NA
10	50.550	0.649	14	14,18,24
11	49.590	0.684	2	2,18,6
12	48.600	0.636	19	22,19,24
13	51.280	0.675	21	20,19,4
14	50.490	0.663	10	23,10,17
15	49.630	0.689	0	11,14,0
16	50.290	0.658	21	9,15,3
17	50.500	0.685	2	19,17,7
18	49.720	0.700	3	3,17,4
19	48.900	0.736	2	2,19,4
20	49.410	0.679	7	12,5,24
21	48.500	0.752	5	5,8,9
22	47.430	0.743	6	17,6,19
23	46.380	0.787	2	15,2,7
24	47.490	0.744	20	1,14,4
25	48.010	0.767	3	22,8,7
26	47.040	0.744	12	19,12,21
27	48.020	0.745	5	6,15,7
28	48.170	0.746	24	23,9,20
29	47.200	0.799	0	3,0,18
30	48.450	0.811	7	9,3,5
31	47.500	0.844	5	20,5,12
32	46.280	0.814	10	22,24,10
33	47.110	0.761	2	0,10,13
34	47.290	0.817	16	10,23,15
35	47.920	0.771	17	2,15,6
36	46.970	0.849	9	23,11,9
37	47.180	0.829	8	14,11,0
38	46.270	0.839	7	7,20,15
39	45.000	0.867	10	24,20,10
40	43.410	0.928	11	13,11,14
41	41.220	0.916	15	24,21,15
42	39.360	0.958	5	5,22,6
43	36.890	0.998	12	16,12,19
44	34.160	0.992	9	20,10,9
45	41.810	0.984	24	5,19,23
46	40.270	0.942	1	8,1,6
47	38.170	1.003	3	7,3,23
48	36.080	0.976	1	17,7,1
49	33.630	1.070	13	13,19,20
