Epoch	Test Accuracy	Min Index	Selected Indices
0	35.590	1.381	NA	NA
1	42.090	0.989	NA	NA
2	42.570	0.776	NA	NA
3	41.710	0.850	3	23,9,6,17,16,3,18,7,19,22,14
4	40.790	0.887	2	16,5,8,12,11,4,19,2,3,14,13
5	39.700	0.873	2	17,2,13,10,11,3,21,20,7,6,9
6	38.790	0.873	0	14,1,18,20,15,3,13,8,7,5,0
7	37.550	0.896	0	9,16,10,24,22,15,17,23,11,0,18
8	36.050	0.956	0	10,13,6,9,23,1,17,12,18,0,11
9	34.320	0.969	0	1,19,3,10,22,6,7,2,5,4,0
10	32.750	0.932	3	6,11,13,8,14,4,3,19,22,24,17
11	30.540	0.970	0	6,19,0,4,9,12,17,3,10,22,24
12	28.320	1.017	1	22,14,7,9,12,2,1,18,19,8,10
13	26.250	0.995	1	11,20,5,14,1,15,17,19,6,9,24
14	23.960	1.061	1	16,13,21,15,18,1,10,8,5,11,7
15	21.600	1.058	0	13,10,23,11,0,15,21,14,9,20,5
16	19.230	1.142	0	18,7,14,5,24,13,9,1,16,8,0
17	16.760	1.198	4	7,22,11,13,6,23,20,4,16,8,18
18	14.680	1.214	0	9,23,3,12,5,7,18,1,0,21,14
19	12.690	1.267	2	24,2,6,12,18,15,9,10,22,11,20
20	11.240	1.319	0	21,5,10,7,13,18,0,8,12,6,23
21	9.740	1.337	1	8,5,21,1,20,3,7,12,23,9,24
22	8.690	1.448	1	6,16,14,7,17,1,19,18,20,23,11
23	7.770	1.508	4	12,10,19,6,9,8,24,15,20,4,18
24	7.250	1.563	0	6,12,10,14,3,1,22,18,8,16,0
25	6.920	1.544	1	21,1,8,6,7,19,11,2,13,17,4
26	6.570	1.691	0	23,21,19,9,0,18,2,10,8,14,5
27	6.320	1.807	0	15,22,21,11,4,23,9,16,0,6,14
28	6.120	1.846	0	6,15,1,19,18,16,24,20,0,11,13
29	6.000	1.921	0	19,7,0,6,11,3,5,18,24,16,9
30	5.870	1.987	1	11,4,2,3,20,8,1,5,9,16,13
31	5.930	2.076	1	3,2,1,7,15,12,24,13,16,18,9
32	5.900	2.138	1	17,14,15,6,22,4,16,3,20,12,1
33	5.940	2.260	0	1,18,9,16,17,12,15,8,7,14,0
34	5.940	2.356	3	13,4,19,12,22,3,18,23,17,7,6
35	5.920	2.422	1	15,6,4,19,8,16,13,14,1,10,23
36	6.060	2.450	0	2,17,11,12,15,5,14,0,18,10,21
37	6.010	2.624	4	7,16,19,6,21,4,13,14,18,23,15
38	6.060	2.639	0	11,23,19,0,18,13,5,1,2,6,22
39	6.060	2.788	1	14,18,22,16,3,23,20,4,15,1,13
40	6.150	2.922	0	6,10,8,23,13,22,0,19,5,14,17
41	6.160	3.029	0	18,0,5,8,17,10,3,1,9,20,11
42	6.260	3.167	2	9,15,13,18,12,23,7,8,16,2,10
43	6.300	3.221	0	10,0,21,9,24,1,18,12,2,13,22
44	6.290	3.402	0	11,0,13,18,12,24,10,2,15,7,1
45	6.340	3.552	0	17,20,23,0,7,5,9,13,15,11,6
46	6.380	3.750	4	20,23,16,22,17,4,15,12,13,10,5
47	6.400	3.898	1	21,9,16,3,15,5,6,17,4,1,23
48	6.370	4.108	4	20,21,18,16,13,15,14,24,11,4,22
49	6.440	4.384	0	21,16,20,0,2,24,7,3,4,18,12
