Epoch	Test Accuracy	Min Index	Selected Indices
0	11.930	1.766	NA	NA
1	20.140	1.495	NA	NA
2	28.690	1.382	NA	NA
3	27.470	1.269	NA	NA
4	31.090	1.190	NA	NA
5	31.950	1.132	NA	NA
6	34.450	1.052	NA	NA
7	34.990	1.058	NA	NA
8	34.750	1.005	NA	NA
9	36.150	1.010	NA	NA
10	35.530	1.010	1	4,14,23,5,12,11,13,16,3,17,1
11	34.890	1.037	1	23,14,8,1,20,6,10,7,9,19,2
12	33.850	1.038	4	4,6,11,22,20,13,23,12,14,8,16
13	33.080	1.046	0	12,5,20,22,3,23,0,24,4,19,21
14	32.210	1.053	0	5,0,21,7,14,12,4,17,1,22,11
15	31.480	1.039	6	19,16,22,9,18,10,23,24,11,15,6
16	30.640	1.045	1	24,1,3,9,20,13,8,7,19,15,14
17	29.690	1.051	1	18,8,4,1,24,10,5,21,23,3,11
18	28.840	1.107	0	1,19,7,9,16,23,6,11,10,14,0
19	28.150	1.118	1	22,3,15,6,16,23,21,1,12,19,18
20	27.080	1.085	0	21,22,4,19,20,15,17,1,14,5,0
21	26.150	1.122	1	15,1,6,7,5,3,23,4,22,2,18
22	25.380	1.124	1	8,2,22,12,1,17,13,15,14,10,11
23	24.480	1.145	1	14,16,6,19,18,8,13,4,22,20,1
24	23.580	1.167	0	19,8,12,23,3,6,7,1,22,21,0
25	22.840	1.168	0	8,9,1,0,17,23,7,12,21,2,3
26	21.930	1.218	0	9,20,23,22,0,2,18,11,10,14,21
27	21.240	1.236	0	23,5,2,0,19,11,17,4,24,21,10
28	20.340	1.249	0	23,0,22,10,16,12,5,19,17,14,3
29	19.550	1.296	2	6,5,19,18,17,8,2,14,4,13,9
30	18.810	1.248	1	18,16,3,20,9,4,22,7,1,12,15
31	17.920	1.251	0	14,13,22,11,2,20,1,24,23,0,9
32	17.270	1.334	2	4,15,3,2,9,22,17,24,18,16,21
33	16.680	1.335	3	11,23,18,12,3,15,10,20,19,9,17
34	16.100	1.303	0	23,11,7,1,0,22,16,3,2,4,19
35	15.450	1.349	0	20,1,15,11,16,22,6,19,23,8,0
36	14.800	1.447	0	19,16,23,3,5,1,18,7,14,0,24
37	14.240	1.442	3	7,11,10,3,20,9,21,19,17,14,15
38	13.640	1.431	1	19,6,10,2,5,22,4,23,13,21,1
39	13.180	1.499	0	10,19,6,24,8,4,3,14,0,22,17
40	12.660	1.472	0	16,5,15,19,1,17,14,11,0,2,7
41	12.270	1.540	1	1,13,12,4,6,23,5,20,8,16,3
42	11.910	1.604	0	9,12,23,8,10,0,21,7,16,5,19
43	11.430	1.605	2	21,13,2,11,3,5,15,24,6,7,16
44	11.040	1.664	0	0,14,10,1,8,15,21,2,11,18,23
45	10.560	1.655	5	20,8,18,14,22,19,9,17,12,11,5
46	10.070	1.724	3	5,4,24,10,15,12,13,7,20,3,8
47	9.730	1.706	0	6,5,2,7,22,0,8,15,21,10,24
48	9.430	1.759	1	22,1,19,8,15,11,10,2,16,9,13
49	9.060	1.859	0	19,23,5,11,9,7,12,13,1,0,4
