Epoch	Test Accuracy	Min Index	Selected Indices
0	25.670	1.766	NA	NA
1	37.100	1.413	NA	NA
2	40.170	1.245	NA	NA
3	39.700	1.113	NA	NA
4	43.460	0.995	NA	NA
5	43.980	0.980	NA	NA
6	42.210	0.864	NA	NA
7	44.780	0.954	NA	NA
8	43.490	0.855	NA	NA
9	43.250	0.880	NA	NA
10	45.100	0.934	NA	NA
11	46.170	0.899	NA	NA
12	48.260	0.864	NA	NA
13	48.120	0.796	NA	NA
14	47.720	0.827	NA	NA
15	47.770	0.760	NA	NA
16	49.050	0.829	NA	NA
17	48.910	0.773	NA	NA
18	48.370	0.795	NA	NA
19	47.650	0.775	NA	NA
20	47.750	0.775	NA	NA
21	47.990	0.806	NA	NA
22	47.490	0.726	NA	NA
23	48.930	0.784	NA	NA
24	49.240	0.722	NA	NA
25	48.900	0.749	NA	NA
26	48.620	0.729	NA	NA
27	47.940	0.777	NA	NA
28	48.980	0.781	NA	NA
29	49.720	0.726	NA	NA
30	48.680	0.731	NA	NA
31	47.640	0.765	NA	NA
32	49.470	0.777	NA	NA
33	48.980	0.762	NA	NA
34	48.720	0.711	NA	NA
35	49.660	0.777	NA	NA
36	48.850	0.717	NA	NA
37	48.390	0.729	NA	NA
38	49.380	0.774	NA	NA
39	48.690	0.716	NA	NA
40	49.560	0.798	NA	NA
41	50.130	0.716	NA	NA
42	50.700	0.737	NA	NA
43	50.360	0.717	NA	NA
44	49.480	0.721	NA	NA
45	48.710	0.748	NA	NA
46	49.330	0.776	NA	NA
47	49.640	0.786	NA	NA
48	50.280	0.780	NA	NA
49	49.170	0.719	NA	NA
