Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	48.270	0.976	3	4,14,23,5,12,11,13,16,3,17
11	47.750	1.031	1	2,23,14,8,1,6,10,7,9,19
12	47.160	1.093	4	5,4,6,11,21,13,22,12,14,8
13	47.430	1.001	14	12,5,20,22,3,23,0,24,4,19
14	46.940	1.037	0	6,5,0,21,7,14,12,4,1,20
15	47.140	0.953	5	22,19,16,9,18,10,24,23,11,15
16	46.500	0.988	1	12,1,3,9,20,13,8,7,19,15
17	45.920	1.015	1	18,8,4,1,24,10,5,21,23,3
18	45.220	0.973	1	22,1,19,7,9,16,6,11,10,14
19	44.600	1.135	0	0,22,3,15,6,16,23,20,1,12
20	45.410	0.950	2	23,3,12,21,4,19,15,17,1,14
21	44.610	1.032	1	5,1,15,23,6,7,24,3,21,4
22	43.790	1.073	1	6,20,2,3,8,22,12,1,13,15
23	42.960	1.016	4	14,10,22,24,16,6,18,8,13,4
24	42.160	1.035	2	6,13,2,19,8,12,20,3,24,7
25	43.190	1.072	11	1,12,8,0,22,9,24,21,19,7
26	43.980	1.010	8	12,0,20,2,7,9,23,21,11,10
27	43.070	1.080	0	21,14,1,5,2,0,11,17,4,24
28	42.310	1.086	0	22,0,21,23,10,16,12,5,18,19
29	41.270	1.154	2	23,14,6,22,5,19,18,17,8,2
30	40.300	1.076	3	20,14,24,4,13,18,19,16,3,9
31	39.320	1.147	1	4,3,18,19,7,1,12,14,13,11
32	38.410	1.145	0	2,24,1,14,13,0,18,4,15,3
33	37.110	1.143	2	22,2,9,20,3,17,18,4,19,16
34	35.590	1.210	3	5,11,18,12,3,15,10,20,19,9
35	33.990	1.264	0	7,23,11,24,1,0,21,16,3,2
36	32.590	1.193	1	4,15,20,1,23,11,16,22,6,17
37	31.010	1.161	0	1,21,16,18,8,0,22,23,3,5
38	29.300	1.162	0	1,18,22,7,14,0,3,21,11,10
39	27.540	1.180	2	3,20,9,24,22,23,14,6,10,2
40	25.750	1.230	2	5,10,19,20,22,4,6,13,2,16
41	24.100	1.243	0	10,19,6,24,8,4,3,14,0,22
42	22.250	1.202	0	16,5,15,19,1,17,14,11,0,2
43	19.860	1.265	1	15,1,13,12,4,6,22,5,19,8
44	18.250	1.405	0	8,6,9,12,21,24,10,0,19,7
45	16.630	1.343	1	16,5,1,21,13,2,11,3,23,15
46	15.130	1.390	0	11,6,21,16,7,12,0,14,10,1
47	13.970	1.500	1	8,15,19,1,2,11,21,24,14,9
48	12.840	1.380	4	17,12,11,10,5,4,20,21,15,23
49	11.830	1.459	2	19,13,7,15,3,16,6,5,2,22
