Epoch	Test Accuracy	Min Index	Selected Indices
0	35.300	1.427	NA	NA
1	43.570	0.974	NA	NA
2	42.930	0.824	NA	NA
3	45.160	0.839	NA	NA
4	45.740	0.735	NA	NA
5	45.930	0.750	NA	NA
6	45.920	0.707	NA	NA
7	48.060	0.776	NA	NA
8	47.820	0.645	NA	NA
9	48.620	0.680	NA	NA
10	48.710	0.658	NA	NA
11	48.770	0.654	NA	NA
12	48.880	0.685	NA	NA
13	49.100	0.688	NA	NA
14	48.900	0.690	NA	NA
15	51.480	0.643	NA	NA
16	50.930	0.631	NA	NA
17	52.990	0.541	NA	NA
18	52.370	0.573	NA	NA
19	52.520	0.570	NA	NA
20	53.320	0.577	NA	NA
21	54.090	0.504	NA	NA
22	53.740	0.566	NA	NA
23	54.220	0.561	NA	NA
24	52.650	0.583	NA	NA
25	53.080	0.507	NA	NA
26	54.780	0.547	NA	NA
27	55.350	0.512	NA	NA
28	53.150	0.559	NA	NA
29	54.490	0.565	NA	NA
30	53.820	0.576	NA	NA
31	55.200	0.514	NA	NA
32	55.770	0.514	NA	NA
33	55.890	0.519	NA	NA
34	54.310	0.553	NA	NA
35	54.490	0.538	NA	NA
36	54.820	0.467	NA	NA
37	56.610	0.522	NA	NA
38	56.900	0.510	NA	NA
39	56.470	0.508	NA	NA
40	55.340	0.543	NA	NA
41	56.070	0.538	NA	NA
42	56.140	0.498	NA	NA
43	56.460	0.456	NA	NA
44	57.110	0.520	NA	NA
45	56.190	0.538	NA	NA
46	56.250	0.459	NA	NA
47	56.990	0.535	NA	NA
48	57.830	0.527	NA	NA
49	57.570	0.514	NA	NA
