Epoch	Test Accuracy	Min Index	Selected Indices
0	34.390	1.398	NA	NA
1	43.540	0.960	NA	NA
2	44.730	0.829	NA	NA
3	46.470	0.835	NA	NA
4	47.390	0.739	NA	NA
5	47.390	0.691	NA	NA
6	47.590	0.741	NA	NA
7	49.930	0.676	NA	NA
8	50.250	0.644	NA	NA
9	49.100	0.694	NA	NA
10	48.280	0.582	0	4,22,11,17,19,7,0
11	47.080	0.629	2	12,21,14,15,2,24,11
12	45.710	0.641	2	8,15,7,20,2,17,23
13	44.420	0.653	2	18,2,12,17,6,3,8
14	47.230	0.658	8	2,21,4,3,11,19,12
15	47.560	0.642	16	23,15,22,14,10,6,2
16	46.630	0.674	2	16,9,2,24,14,7,12
17	45.370	0.674	1	1,9,2,20,7,6,4
18	44.170	0.722	0	13,4,2,20,1,9,0
19	45.780	0.696	23	1,15,17,9,19,14,4
20	44.710	0.689	2	17,12,14,19,2,3,9
21	43.330	0.713	4	21,10,12,7,22,4,20
22	41.870	0.744	0	19,18,0,2,3,15,14
23	44.340	0.733	22	16,7,23,14,11,3,9
24	44.710	0.693	1	20,18,22,2,6,12,15
25	45.040	0.691	6	3,12,22,24,19,21,17
26	45.240	0.694	14	11,12,10,16,6,21,2
27	44.200	0.733	1	19,1,12,15,9,13,5
28	42.660	0.739	3	9,18,17,23,8,21,3
29	41.230	0.752	2	22,18,16,2,24,20,14
30	42.820	0.767	8	0,9,21,22,20,13,16
31	41.320	0.784	2	24,18,2,22,15,14,20
32	39.860	0.784	1	11,1,21,6,7,5,23
33	38.210	0.825	0	21,4,9,19,0,18,12
34	36.480	0.859	0	15,8,21,7,23,0,4
35	34.310	0.869	2	2,20,8,23,19,4,10
36	38.610	0.833	9	16,11,12,15,0,1,22
37	36.900	0.881	3	12,9,19,10,3,7,20
38	34.990	0.891	3	12,6,17,3,14,4,10
39	33.120	0.859	8	24,11,23,8,19,9,12
40	30.850	0.966	2	20,8,2,21,22,9,15
41	28.510	0.967	2	9,18,19,3,2,4,16
42	25.910	1.003	4	21,16,20,22,4,17,7
43	34.300	1.000	0	14,1,17,5,19,16,2
44	32.210	0.939	2	3,4,2,10,22,13,24
45	30.150	1.037	0	11,3,0,18,2,5,8
46	28.190	1.035	3	8,3,24,15,13,22,17
47	25.770	1.071	2	9,17,23,24,2,5,14
48	23.290	1.112	1	6,14,21,1,18,13,8
49	20.870	1.162	0	14,0,4,3,24,18,17
