Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	43.380	0.976	4	4,14
11	32.030	1.083	14	14,24
12	17.220	1.253	5	5,22
13	31.940	1.282	14	12,23
14	19.040	1.204	11	11,13
15	29.700	1.235	5	16,3
16	17.560	1.244	3	17,3
17	9.830	1.408	2	2,23
18	9.120	1.698	8	14,8
19	9.970	1.914	1	1,21
20	10.000	2.055	6	20,6
21	10.000	2.317	7	10,7
22	10.000	2.403	14	9,24
23	10.170	2.005	9	6,5
24	10.000	1.595	4	4,6
25	10.000	1.946	11	11,20
26	10.110	2.261	2	13,6
27	16.670	1.959	20	12,14
28	26.160	1.624	16	17,8
29	19.100	1.523	5	12,5
30	12.380	1.841	3	20,3
31	9.780	2.089	0	5,0
32	9.040	2.352	12	19,12
33	9.370	2.599	4	4,24
34	11.130	2.649	0	18,5
35	18.340	2.380	15	6,5
36	11.940	1.952	0	0,21
37	21.360	2.391	21	7,14
38	15.650	2.010	12	20,12
39	19.440	2.164	22	4,19
40	24.650	2.044	21	17,24
41	17.250	1.847	1	1,19
42	21.730	2.009	23	7,22
43	15.150	1.999	19	19,24
44	10.850	2.273	16	16,22
45	9.950	2.659	9	9,22
46	11.520	2.701	20	18,10
47	8.270	2.454	16	16,21
48	7.370	2.481	10	10,17
49	9.690	2.764	19	11,15
