Epoch	Test Accuracy	Min Index	Selected Indices
0	17.200	1.749	NA	NA
1	16.550	1.484	NA	NA
2	17.470	1.388	NA	NA
3	30.180	1.234	NA	NA
4	31.290	1.197	NA	NA
5	28.250	1.143	NA	NA
6	35.780	1.088	NA	NA
7	33.270	1.068	NA	NA
8	33.970	1.050	NA	NA
9	32.030	1.035	NA	NA
10	27.830	0.990	12	4,14,23,5,12,11,13,16,3,17,1
11	27.470	1.056	6	23,14,8,1,20,6,10,7,9,19,2
12	25.650	1.142	12	4,6,11,22,20,13,23,12,14,8,16
13	25.280	1.144	20	12,5,20,22,3,23,0,24,4,19,21
14	21.040	1.200	5	5,0,21,7,14,12,4,17,1,22,11
15	18.730	1.245	9	19,16,22,9,18,10,23,24,11,15,6
16	16.400	1.316	9	24,1,3,9,20,13,8,7,19,15,14
17	15.330	1.354	11	18,8,4,1,24,10,5,21,23,3,11
18	13.900	1.366	19	1,19,7,9,16,23,6,11,10,14,0
19	11.020	1.398	6	22,3,15,6,16,23,21,1,12,19,18
20	10.050	1.456	21	21,22,4,19,20,15,17,1,14,5,0
21	9.860	1.509	1	15,1,6,7,5,3,23,4,22,2,18
22	9.630	1.518	8	8,2,22,12,1,17,13,15,14,10,11
23	9.070	1.574	4	14,16,6,19,18,8,13,4,22,20,1
24	8.070	1.580	22	19,8,12,23,3,6,7,1,22,21,0
25	8.220	1.605	9	8,9,1,0,17,23,7,12,21,2,3
26	8.430	1.626	14	9,20,23,22,0,2,18,11,10,14,21
27	8.250	1.655	10	23,5,2,0,19,11,17,4,24,21,10
28	7.630	1.665	3	23,0,22,10,16,12,5,19,17,14,3
29	7.150	1.677	19	6,5,19,18,17,8,2,14,4,13,9
30	7.060	1.671	20	18,16,3,20,9,4,22,7,1,12,15
31	7.060	1.755	24	14,13,22,11,2,20,1,24,23,0,9
32	6.760	1.745	15	4,15,3,2,9,22,17,24,18,16,21
33	6.510	1.759	19	11,23,18,12,3,15,10,20,19,9,17
34	6.130	1.782	22	23,11,7,1,0,22,16,3,2,4,19
35	5.850	1.824	16	20,1,15,11,16,22,6,19,23,8,0
36	5.850	1.868	16	19,16,23,3,5,1,18,7,14,0,24
37	5.570	1.930	3	7,11,10,3,20,9,21,19,17,14,15
38	5.500	1.942	5	19,6,10,2,5,22,4,23,13,21,1
39	5.050	1.978	4	10,19,6,24,8,4,3,14,0,22,17
40	5.220	2.006	17	16,5,15,19,1,17,14,11,0,2,7
41	5.600	2.015	20	1,13,12,4,6,23,5,20,8,16,3
42	5.100	2.104	7	9,12,23,8,10,0,21,7,16,5,19
43	4.780	2.063	7	21,13,2,11,3,5,15,24,6,7,16
44	4.720	2.096	8	0,14,10,1,8,15,21,2,11,18,23
45	4.590	2.145	19	20,8,18,14,22,19,9,17,12,11,5
46	4.680	2.165	15	5,4,24,10,15,12,13,7,20,3,8
47	4.790	2.187	0	6,5,2,7,22,0,8,15,21,10,24
48	4.800	2.206	22	22,1,19,8,15,11,10,2,16,9,13
49	5.030	2.267	23	19,23,5,11,9,7,12,13,1,0,4
