Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	48.290	0.976	1	4,14,23,5,12,11,13,16,3,17,1
11	47.670	1.001	1	23,14,8,1,20,6,10,7,9,19,2
12	47.180	1.084	4	4,6,11,22,20,13,23,12,14,8,16
13	46.830	0.965	0	12,5,20,22,3,23,0,24,4,19,21
14	46.250	1.034	0	5,0,21,7,14,12,4,17,1,22,11
15	45.510	0.935	6	19,16,22,9,18,10,23,24,11,15,6
16	45.010	0.952	1	24,1,3,9,20,13,8,7,19,15,14
17	44.190	1.018	1	18,8,4,1,24,10,5,21,23,3,11
18	43.430	0.969	0	1,19,7,9,16,23,6,11,10,14,0
19	42.680	1.147	1	22,3,15,6,16,23,21,1,12,19,18
20	41.840	1.011	0	21,22,4,19,20,15,17,1,14,5,0
21	40.860	1.072	1	15,1,6,7,5,3,23,4,22,2,18
22	39.620	1.135	1	8,2,22,12,1,17,13,15,14,10,11
23	38.340	1.055	1	14,16,6,19,18,8,13,4,22,20,1
24	36.860	1.014	0	19,8,12,23,3,6,7,1,22,21,0
25	35.390	1.098	0	8,9,1,0,17,23,7,12,21,2,3
26	34.200	1.097	0	9,20,23,22,0,2,18,11,10,14,21
27	32.510	1.131	0	23,5,2,0,19,11,17,4,24,21,10
28	30.890	1.128	0	23,0,22,10,16,12,5,19,17,14,3
29	29.220	1.141	2	6,5,19,18,17,8,2,14,4,13,9
30	27.440	1.150	1	18,16,3,20,9,4,22,7,1,12,15
31	25.870	1.201	0	14,13,22,11,2,20,1,24,23,0,9
32	24.230	1.190	2	4,15,3,2,9,22,17,24,18,16,21
33	22.590	1.108	3	11,23,18,12,3,15,10,20,19,9,17
34	20.940	1.190	0	23,11,7,1,0,22,16,3,2,4,19
35	19.340	1.332	0	20,1,15,11,16,22,6,19,23,8,0
36	17.600	1.216	0	19,16,23,3,5,1,18,7,14,0,24
37	16.310	1.239	3	7,11,10,3,20,9,21,19,17,14,15
38	15.340	1.228	1	19,6,10,2,5,22,4,23,13,21,1
39	14.280	1.274	0	10,19,6,24,8,4,3,14,0,22,17
40	13.260	1.349	0	16,5,15,19,1,17,14,11,0,2,7
41	12.340	1.355	1	1,13,12,4,6,23,5,20,8,16,3
42	11.510	1.355	0	9,12,23,8,10,0,21,7,16,5,19
43	10.550	1.396	2	21,13,2,11,3,5,15,24,6,7,16
44	10.050	1.496	0	0,14,10,1,8,15,21,2,11,18,23
45	9.620	1.532	5	20,8,18,14,22,19,9,17,12,11,5
46	9.360	1.517	3	5,4,24,10,15,12,13,7,20,3,8
47	9.250	1.660	0	6,5,2,7,22,0,8,15,21,10,24
48	9.320	1.569	1	22,1,19,8,15,11,10,2,16,9,13
49	9.430	1.660	0	19,23,5,11,9,7,12,13,1,0,4
