Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	48.310	0.976	4	4,14,23,5,12,11,13
11	47.710	0.981	2	16,3,17,23,2,14,8
12	47.220	1.069	1	1,21,20,6,10,7,9
13	47.390	0.994	14	24,6,5,4,23,11,19
14	46.920	1.037	6	20,13,6,12,14,17,8
15	46.210	0.957	0	12,5,20,22,3,23,0
16	45.870	0.991	4	19,12,4,18,5,6,20
17	45.150	1.032	0	0,21,7,14,20,12,4
18	44.540	0.971	1	19,17,1,24,7,21,16
19	43.530	1.129	9	22,9,24,18,10,16,20
20	44.570	1.001	2	17,11,15,12,1,3,9
21	43.970	1.084	7	20,13,8,7,23,16,15
22	43.030	1.132	1	18,8,4,1,24,10,5
23	42.140	1.030	1	1,8,22,3,24,19,7
24	41.320	0.991	6	9,16,19,6,20,18,11
25	42.480	1.056	11	10,14,0,3,15,6,16
26	43.620	1.035	8	3,23,19,6,1,12,24
27	42.440	1.091	4	12,21,22,4,19,15,17
28	41.750	1.081	1	1,22,14,5,24,15,20
29	40.780	1.161	1	6,7,5,3,1,4,24
30	41.860	1.122	13	20,2,3,8,23,12,1
31	40.830	1.168	10	17,13,15,14,10,21,16
32	39.970	1.152	4	6,19,18,8,13,4,24
33	38.970	1.110	2	13,2,19,8,12,21,3
34	37.760	1.170	0	6,7,1,12,8,0,20
35	36.560	1.253	0	9,1,0,17,24,7,12
36	35.000	1.179	0	0,20,2,7,9,24,22
37	33.730	1.179	1	18,11,10,21,14,1,5
38	37.090	1.155	3	2,0,22,19,11,17,4
39	35.820	1.170	0	5,22,0,21,23,10,16
40	34.330	1.193	5	12,5,24,22,14,6,19
41	32.940	1.222	2	5,19,18,17,8,2,14
42	31.690	1.168	4	20,23,4,13,18,24,16
43	35.230	1.234	1	3,20,9,4,24,18,7
44	33.910	1.306	1	1,12,14,13,11,2,19
45	32.570	1.271	0	1,14,13,0,18,4,15
46	31.140	1.356	2	3,22,2,9,20,24,17
47	29.680	1.414	4	18,4,23,17,24,22,5
48	27.910	1.310	3	11,23,18,12,3,15,10
49	26.290	1.346	3	3,21,15,9,7,11,20
