Epoch	Test Accuracy	Min Index	Selected Indices
0	39.100	1.849	NA	NA
1	44.840	1.356	NA	NA
2	47.330	1.205	NA	NA
3	49.310	1.117	NA	NA
4	50.250	1.034	NA	NA
5	51.120	1.020	NA	NA
6	51.620	0.990	NA	NA
7	52.290	0.963	NA	NA
8	52.590	0.923	NA	NA
9	52.980	0.912	NA	NA
10	53.400	0.924	NA	NA
11	53.570	0.894	NA	NA
12	53.890	0.880	NA	NA
13	53.960	0.857	NA	NA
14	54.160	0.864	NA	NA
15	54.200	0.873	NA	NA
16	54.370	0.874	NA	NA
17	54.490	0.842	NA	NA
18	54.580	0.847	NA	NA
19	54.640	0.841	NA	NA
20	54.740	0.841	NA	NA
21	54.920	0.821	NA	NA
22	54.980	0.831	NA	NA
23	55.110	0.810	NA	NA
24	55.280	0.810	NA	NA
25	55.390	0.803	NA	NA
26	55.610	0.816	NA	NA
27	55.680	0.808	NA	NA
28	55.760	0.790	NA	NA
29	55.790	0.804	NA	NA
30	55.820	0.807	NA	NA
31	55.920	0.766	NA	NA
32	55.960	0.785	NA	NA
33	55.950	0.775	NA	NA
34	55.950	0.758	NA	NA
35	56.090	0.771	NA	NA
36	56.180	0.764	NA	NA
37	56.180	0.793	NA	NA
38	56.280	0.771	NA	NA
39	56.330	0.770	NA	NA
40	56.390	0.752	NA	NA
41	56.400	0.762	NA	NA
42	56.470	0.764	NA	NA
43	56.490	0.751	NA	NA
44	56.490	0.759	NA	NA
45	56.610	0.752	NA	NA
46	56.650	0.764	NA	NA
47	56.650	0.753	NA	NA
48	56.670	0.756	NA	NA
49	56.750	0.758	NA	NA
