Epoch	Test Accuracy	Min Index	Selected Indices
0	31.620	1.854	NA	NA
1	42.670	1.224	NA	NA
2	44.110	1.005	NA	NA
3	44.250	1.026	NA	NA
4	44.350	1.036	NA	NA
5	44.310	1.041	NA	NA
6	44.370	1.044	NA	NA
7	44.520	1.058	NA	NA
8	44.560	1.059	NA	NA
9	44.560	1.061	NA	NA
10	44.610	1.070	18	4,14,23,5,12,11,13,16,3,17,1
11	44.700	1.057	18	4,14,23,5,12,11,13,16,3,17,1
12	44.710	1.076	18	4,14,23,5,12,11,13,16,3,17,1
13	44.700	1.063	18	4,14,23,5,12,11,13,16,3,17,1
14	44.730	1.086	18	4,14,23,5,12,11,13,16,3,17,1
15	44.740	1.076	18	4,14,23,5,12,11,13,16,3,17,1
16	44.780	1.070	18	4,14,23,5,12,11,13,16,3,17,1
17	44.780	1.084	18	4,14,23,5,12,11,13,16,3,17,1
18	44.800	1.080	18	4,14,23,5,12,11,13,16,3,17,1
19	44.790	1.088	18	4,14,23,5,12,11,13,16,3,17,1
20	44.810	1.084	18	4,14,23,5,12,11,13,16,3,17,1
21	44.800	1.078	18	4,14,23,5,12,11,13,16,3,17,1
22	44.810	1.087	18	4,14,23,5,12,11,13,16,3,17,1
23	44.810	1.097	18	4,14,23,5,12,11,13,16,3,17,1
24	44.800	1.089	18	4,14,23,5,12,11,13,16,3,17,1
25	44.880	1.093	18	4,14,23,5,12,11,13,16,3,17,1
26	44.880	1.101	18	4,14,23,5,12,11,13,16,3,17,1
27	44.890	1.089	18	4,14,23,5,12,11,13,16,3,17,1
28	44.900	1.083	18	4,14,23,5,12,11,13,16,3,17,1
29	44.920	1.096	18	4,14,23,5,12,11,13,16,3,17,1
30	44.950	1.102	18	4,14,23,5,12,11,13,16,3,17,1
31	44.970	1.109	18	4,14,23,5,12,11,13,16,3,17,1
32	45.000	1.108	18	4,14,23,5,12,11,13,16,3,17,1
33	45.020	1.104	18	4,14,23,5,12,11,13,16,3,17,1
34	44.990	1.104	18	4,14,23,5,12,11,13,16,3,17,1
35	45.040	1.102	18	4,14,23,5,12,11,13,16,3,17,1
36	45.060	1.101	18	4,14,23,5,12,11,13,16,3,17,1
37	45.040	1.116	18	4,14,23,5,12,11,13,16,3,17,1
38	45.040	1.103	18	4,14,23,5,12,11,13,16,3,17,1
39	45.050	1.103	18	4,14,23,5,12,11,13,16,3,17,1
40	45.050	1.116	18	4,14,23,5,12,11,13,16,3,17,1
41	45.050	1.100	18	4,14,23,5,12,11,13,16,3,17,1
42	45.070	1.108	18	4,14,23,5,12,11,13,16,3,17,1
43	45.090	1.103	18	4,14,23,5,12,11,13,16,3,17,1
44	45.090	1.099	18	4,14,23,5,12,11,13,16,3,17,1
45	45.090	1.109	18	4,14,23,5,12,11,13,16,3,17,1
46	45.060	1.106	18	4,14,23,5,12,11,13,16,3,17,1
47	45.060	1.115	18	4,14,23,5,12,11,13,16,3,17,1
48	45.060	1.108	18	4,14,23,5,12,11,13,16,3,17,1
49	45.050	1.111	18	4,14,23,5,12,11,13,16,3,17,1
