Epoch	Test Accuracy	Min Index	Selected Indices
0	10.620	1.766	NA	NA
1	12.910	1.556	NA	NA
2	16.840	1.466	NA	NA
3	18.120	1.317	NA	NA
4	21.420	1.273	NA	NA
5	23.490	1.298	NA	NA
6	25.120	1.234	NA	NA
7	24.250	1.225	NA	NA
8	28.020	1.228	NA	NA
9	25.760	1.185	NA	NA
10	24.690	1.182	1	4,14,23,5,12,11,13,16,3,17,1
11	23.850	1.179	1	23,14,8,1,20,6,10,7,9,19,2
12	22.600	1.220	4	4,6,11,22,20,13,23,12,14,8,16
13	21.650	1.232	0	12,5,20,22,3,23,0,24,4,19,21
14	20.410	1.251	0	5,0,21,7,14,12,4,17,1,22,11
15	19.460	1.202	6	19,16,22,9,18,10,23,24,11,15,6
16	18.360	1.256	1	24,1,3,9,20,13,8,7,19,15,14
17	17.370	1.303	1	18,8,4,1,24,10,5,21,23,3,11
18	16.410	1.289	0	1,19,7,9,16,23,6,11,10,14,0
19	15.540	1.279	1	22,3,15,6,16,23,21,1,12,19,18
20	14.780	1.329	0	21,22,4,19,20,15,17,1,14,5,0
21	13.950	1.357	1	15,1,6,7,5,3,23,4,22,2,18
22	13.460	1.376	1	8,2,22,12,1,17,13,15,14,10,11
23	12.950	1.394	1	14,16,6,19,18,8,13,4,22,20,1
24	12.440	1.435	0	19,8,12,23,3,6,7,1,22,21,0
25	12.150	1.452	0	8,9,1,0,17,23,7,12,21,2,3
26	11.870	1.478	0	9,20,23,22,0,2,18,11,10,14,21
27	11.610	1.510	0	23,5,2,0,19,11,17,4,24,21,10
28	11.380	1.539	0	23,0,22,10,16,12,5,19,17,14,3
29	11.210	1.570	2	6,5,19,18,17,8,2,14,4,13,9
30	10.890	1.568	1	18,16,3,20,9,4,22,7,1,12,15
31	10.730	1.611	0	14,13,22,11,2,20,1,24,23,0,9
32	10.570	1.644	2	4,15,3,2,9,22,17,24,18,16,21
33	10.490	1.717	3	11,23,18,12,3,15,10,20,19,9,17
34	10.360	1.669	0	23,11,7,1,0,22,16,3,2,4,19
35	10.240	1.704	0	20,1,15,11,16,22,6,19,23,8,0
36	10.160	1.787	0	19,16,23,3,5,1,18,7,14,0,24
37	10.080	1.814	3	7,11,10,3,20,9,21,19,17,14,15
38	10.110	1.828	1	19,6,10,2,5,22,4,23,13,21,1
39	10.100	1.918	0	10,19,6,24,8,4,3,14,0,22,17
40	10.080	1.949	0	16,5,15,19,1,17,14,11,0,2,7
41	10.010	1.991	1	1,13,12,4,6,23,5,20,8,16,3
42	9.990	2.003	0	9,12,23,8,10,0,21,7,16,5,19
43	10.020	2.086	2	21,13,2,11,3,5,15,24,6,7,16
44	9.990	2.147	0	0,14,10,1,8,15,21,2,11,18,23
45	9.990	2.198	5	20,8,18,14,22,19,9,17,12,11,5
46	9.910	2.254	3	5,4,24,10,15,12,13,7,20,3,8
47	9.920	2.294	0	6,5,2,7,22,0,8,15,21,10,24
48	9.930	2.372	1	22,1,19,8,15,11,10,2,16,9,13
49	9.930	2.481	0	19,23,5,11,9,7,12,13,1,0,4
