Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	48.340	0.976	4	4,14
11	47.780	1.002	14	14,24
12	47.270	1.081	5	5,22
13	47.390	0.978	14	12,23
14	46.950	1.043	11	11,13
15	47.050	0.949	5	16,3
16	46.580	0.973	3	17,3
17	46.110	1.043	2	2,23
18	45.420	0.991	8	14,8
19	44.700	1.077	1	1,21
20	45.340	0.960	2	20,6
21	44.610	1.047	7	10,7
22	43.890	1.087	9	9,24
23	43.080	1.020	5	6,5
24	42.270	1.025	4	4,6
25	41.270	1.064	11	11,20
26	42.560	1.053	8	13,6
27	41.730	1.100	12	12,14
28	40.750	1.086	8	17,8
29	39.660	1.154	5	12,5
30	41.240	1.077	13	20,3
31	40.260	1.143	0	5,0
32	39.320	1.162	12	19,12
33	38.240	1.065	4	4,24
34	37.200	1.166	5	18,5
35	35.830	1.280	5	6,5
36	34.210	1.197	0	0,21
37	37.570	1.175	18	7,14
38	39.110	1.139	3	20,12
39	37.900	1.170	4	4,19
40	36.720	1.211	17	17,24
41	35.550	1.223	1	1,19
42	34.070	1.159	7	7,22
43	36.420	1.252	1	19,24
44	35.310	1.291	16	16,22
45	34.090	1.304	9	9,22
46	32.490	1.297	10	18,10
47	31.070	1.397	16	16,21
48	29.590	1.288	10	10,17
49	28.150	1.358	11	11,15
