Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	43.360	0.976	4	4,14,24,5
11	32.160	1.086	11	22,12,23,11
12	17.100	1.265	3	13,16,3,17
13	9.430	1.308	2	3,2,23,14
14	9.540	1.613	1	8,1,21,20
15	10.000	1.734	6	6,10,7,9
16	10.000	2.064	4	24,6,5,4
17	10.000	2.206	6	6,11,20,13
18	10.000	2.442	22	6,12,14,17
19	10.000	1.948	5	8,12,5,20
20	9.990	2.291	17	20,3,5,0
21	10.000	1.943	4	19,12,4,24
22	10.000	2.301	0	18,5,6,0
23	9.830	2.644	19	21,7,14,20
24	13.950	2.039	16	12,4,19,17
25	24.320	1.760	15	24,1,19,7
26	15.670	1.618	16	22,19,24,16
27	10.300	1.988	9	22,9,18,10
28	8.820	2.292	10	16,21,10,17
29	8.620	2.565	11	11,15,12,24
30	9.060	2.600	1	1,3,9,20
31	10.900	2.760	10	13,8,7,22
32	16.710	2.238	1	22,13,24,16
33	10.850	1.963	4	15,18,8,4
34	9.720	2.256	1	1,21,18,10
35	13.230	2.602	17	5,1,24,8
36	9.140	2.221	1	22,3,1,19
37	13.170	2.638	21	7,9,16,19
38	10.260	2.211	6	6,20,23,18
39	15.460	2.414	22	11,10,14,0
40	20.150	2.234	21	22,3,15,6
41	14.690	2.027	3	16,3,23,19
42	9.150	2.297	1	6,1,12,23
43	7.310	2.744	3	3,12,21,22
44	7.390	2.968	4	4,19,21,20
45	7.800	3.097	1	15,17,1,22
46	10.500	3.211	4	14,5,1,15
47	14.250	2.538	21	24,1,6,7
48	21.520	2.164	22	5,3,1,4
49	25.990	1.933	16	6,20,2,3
