Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	43.270	0.976	4	4,14,23,5,12,11,13
11	31.710	1.071	2	16,3,17,23,2,14,8
12	17.230	1.244	1	1,21,20,6,10,7,9
13	9.200	1.305	4	24,6,5,4,23,11,19
14	9.540	1.591	6	20,13,6,12,14,17,8
15	9.990	1.711	0	12,5,20,22,3,23,0
16	10.000	2.061	4	19,12,4,18,5,6,20
17	10.000	2.213	0	0,21,7,14,20,12,4
18	10.000	2.377	1	19,17,1,24,7,21,16
19	10.000	2.460	2	22,9,24,18,10,16,20
20	10.000	2.010	1	17,11,15,12,1,3,9
21	10.000	2.493	10	20,13,8,7,23,16,15
22	10.000	2.161	1	18,8,4,1,24,10,5
23	10.000	2.549	1	1,8,22,3,24,19,7
24	10.000	2.782	2	9,16,19,6,20,18,11
25	10.000	2.549	0	10,14,0,3,15,6,16
26	10.000	2.671	7	3,23,19,6,1,12,24
27	10.000	2.477	4	12,21,22,4,19,15,17
28	10.000	2.772	0	1,22,14,5,24,15,20
29	10.000	2.513	1	6,7,5,3,1,4,24
30	10.000	2.668	1	20,2,3,8,23,12,1
31	10.000	2.995	9	17,13,15,14,10,21,16
32	10.000	2.642	4	6,19,18,8,13,4,24
33	10.000	2.905	2	13,2,19,8,12,21,3
34	10.000	3.063	23	6,7,1,12,8,0,20
35	10.000	2.847	0	9,1,0,17,24,7,12
36	10.000	3.086	18	0,20,2,7,9,24,22
37	10.000	2.939	1	18,11,10,21,14,1,5
38	10.000	3.074	0	2,0,22,19,11,17,4
39	10.000	3.358	13	5,22,0,21,23,10,16
40	10.000	3.146	5	12,5,24,22,14,6,19
41	10.000	3.293	15	5,19,18,17,8,2,14
42	10.000	2.907	4	20,23,4,13,18,24,16
43	10.000	3.295	3	3,20,9,4,24,18,7
44	10.000	3.528	21	1,12,14,13,11,2,19
45	10.000	3.325	0	1,14,13,0,18,4,15
46	9.990	3.430	2	3,22,2,9,20,24,17
47	10.000	3.589	11	18,4,23,17,24,22,5
48	10.000	3.291	3	11,23,18,12,3,15,10
49	10.100	3.612	6	3,21,15,9,7,11,20
