Epoch	Test Accuracy	Min Index	Selected Indices
0	36.960	1.380	NA	NA
1	42.040	0.959	NA	NA
2	46.650	0.829	NA	NA
3	47.150	0.723	NA	NA
4	48.560	0.680	NA	NA
5	51.220	0.681	NA	NA
6	51.590	0.634	NA	NA
7	53.290	0.610	NA	NA
8	53.300	0.545	NA	NA
9	53.330	0.519	NA	NA
10	52.680	0.592	4	4
11	52.180	0.572	14	14
12	51.330	0.636	14	14
13	52.150	0.592	14	24
14	51.530	0.639	5	5
15	51.780	0.582	5	22
16	51.180	0.604	12	12
17	50.320	0.651	23	23
18	49.200	0.646	11	11
19	48.280	0.610	13	13
20	49.700	0.654	2	16
21	48.610	0.664	3	3
22	47.620	0.663	17	17
23	46.240	0.716	3	3
24	47.980	0.713	6	2
25	48.550	0.703	11	23
26	48.810	0.681	8	14
27	47.810	0.718	8	8
28	46.820	0.707	1	1
29	47.540	0.704	5	21
30	47.780	0.679	13	20
31	46.780	0.738	6	6
32	45.590	0.750	10	10
33	44.220	0.703	7	7
34	42.630	0.784	9	9
35	41.030	0.830	24	24
36	39.040	0.860	6	6
37	42.980	0.829	18	5
38	43.910	0.776	3	4
39	42.340	0.828	6	6
40	40.520	0.853	11	11
41	38.860	0.864	11	11
42	37.120	0.903	20	20
43	40.090	0.876	1	13
44	38.410	0.886	6	6
45	36.790	0.950	12	12
46	34.960	0.928	14	14
47	32.640	1.005	17	17
48	30.250	1.024	8	8
49	27.700	1.074	12	12
