Epoch	Test Accuracy	Min Index	Selected Indices
0	25.670	1.766	NA	NA
1	37.100	1.413	NA	NA
2	40.170	1.245	NA	NA
3	39.700	1.113	NA	NA
4	43.460	0.995	NA	NA
5	43.980	0.980	NA	NA
6	42.210	0.864	NA	NA
7	44.780	0.954	NA	NA
8	43.490	0.855	NA	NA
9	43.250	0.880	NA	NA
10	42.650	0.934	1	4,14,23,5,12,11,13,16,3,17,1
11	41.870	0.961	1	23,14,8,1,20,6,10,7,9,19,2
12	40.870	0.978	4	4,6,11,22,20,13,23,12,14,8,16
13	40.170	0.936	0	12,5,20,22,3,23,0,24,4,19,21
14	39.210	1.007	0	5,0,21,7,14,12,4,17,1,22,11
15	38.240	0.928	6	19,16,22,9,18,10,23,24,11,15,6
16	37.450	1.023	1	24,1,3,9,20,13,8,7,19,15,14
17	36.470	1.023	1	18,8,4,1,24,10,5,21,23,3,11
18	35.230	1.036	0	1,19,7,9,16,23,6,11,10,14,0
19	33.740	1.045	1	22,3,15,6,16,23,21,1,12,19,18
20	32.440	1.010	0	21,22,4,19,20,15,17,1,14,5,0
21	30.900	1.070	1	15,1,6,7,5,3,23,4,22,2,18
22	29.530	1.067	1	8,2,22,12,1,17,13,15,14,10,11
23	27.940	1.129	1	14,16,6,19,18,8,13,4,22,20,1
24	26.670	1.084	0	19,8,12,23,3,6,7,1,22,21,0
25	25.290	1.095	0	8,9,1,0,17,23,7,12,21,2,3
26	24.020	1.118	0	9,20,23,22,0,2,18,11,10,14,21
27	22.620	1.206	0	23,5,2,0,19,11,17,4,24,21,10
28	21.180	1.225	0	23,0,22,10,16,12,5,19,17,14,3
29	20.030	1.213	2	6,5,19,18,17,8,2,14,4,13,9
30	18.900	1.196	1	18,16,3,20,9,4,22,7,1,12,15
31	17.690	1.257	0	14,13,22,11,2,20,1,24,23,0,9
32	16.680	1.311	2	4,15,3,2,9,22,17,24,18,16,21
33	15.760	1.335	3	11,23,18,12,3,15,10,20,19,9,17
34	14.930	1.311	0	23,11,7,1,0,22,16,3,2,4,19
35	14.180	1.386	0	20,1,15,11,16,22,6,19,23,8,0
36	13.440	1.442	0	19,16,23,3,5,1,18,7,14,0,24
37	12.760	1.409	3	7,11,10,3,20,9,21,19,17,14,15
38	12.080	1.428	1	19,6,10,2,5,22,4,23,13,21,1
39	11.530	1.507	0	10,19,6,24,8,4,3,14,0,22,17
40	11.190	1.549	0	16,5,15,19,1,17,14,11,0,2,7
41	10.750	1.558	1	1,13,12,4,6,23,5,20,8,16,3
42	10.380	1.636	0	9,12,23,8,10,0,21,7,16,5,19
43	10.050	1.603	2	21,13,2,11,3,5,15,24,6,7,16
44	9.810	1.697	0	0,14,10,1,8,15,21,2,11,18,23
45	9.550	1.729	5	20,8,18,14,22,19,9,17,12,11,5
46	9.300	1.757	3	5,4,24,10,15,12,13,7,20,3,8
47	9.130	1.780	0	6,5,2,7,22,0,8,15,21,10,24
48	9.050	1.861	1	22,1,19,8,15,11,10,2,16,9,13
49	8.970	1.940	0	19,23,5,11,9,7,12,13,1,0,4
