Epoch	Test Accuracy	Min Index	Selected Indices
0	39.230	1.766	NA	NA
1	45.370	1.280	NA	NA
2	48.310	1.144	NA	NA
3	49.820	1.056	NA	NA
4	50.700	1.032	NA	NA
5	51.580	0.980	NA	NA
6	52.090	0.963	NA	NA
7	52.670	0.941	NA	NA
8	52.990	0.914	NA	NA
9	53.350	0.901	NA	NA
10	53.660	0.892	NA	NA
11	53.980	0.885	NA	NA
12	54.000	0.879	NA	NA
13	54.230	0.836	NA	NA
14	54.420	0.862	NA	NA
15	54.620	0.846	NA	NA
16	54.610	0.859	NA	NA
17	54.740	0.842	NA	NA
18	54.840	0.810	NA	NA
19	54.880	0.809	NA	NA
20	55.000	0.820	NA	NA
21	55.090	0.810	NA	NA
22	55.180	0.797	NA	NA
23	55.190	0.783	NA	NA
24	55.270	0.813	NA	NA
25	55.410	0.808	NA	NA
26	55.460	0.778	NA	NA
27	55.650	0.776	NA	NA
28	55.730	0.770	NA	NA
29	55.700	0.773	NA	NA
30	55.790	0.772	NA	NA
31	55.850	0.770	NA	NA
32	55.970	0.782	NA	NA
33	55.980	0.769	NA	NA
34	56.040	0.746	NA	NA
35	56.070	0.776	NA	NA
36	56.140	0.761	NA	NA
37	56.230	0.767	NA	NA
38	56.310	0.763	NA	NA
39	56.350	0.751	NA	NA
40	56.440	0.769	NA	NA
41	56.530	0.757	NA	NA
42	56.640	0.742	NA	NA
43	56.730	0.729	NA	NA
44	56.840	0.740	NA	NA
45	56.930	0.740	NA	NA
46	56.970	0.739	NA	NA
47	56.980	0.739	NA	NA
48	57.040	0.746	NA	NA
49	57.070	0.706	NA	NA
