Epoch	Test Accuracy	Min Index	Selected Indices
0	38.170	1.381	NA	NA
1	42.770	0.960	NA	NA
2	41.940	0.791	0	10,5,24,21,0,7,17,9,22,2,8
3	40.340	0.782	0	11,18,0,23,6,14,5,24,3,16,12
4	38.990	0.863	1	8,6,1,3,13,19,17,11,7,18,14
5	37.170	0.884	2	23,18,14,13,8,2,10,3,9,24,5
6	35.370	0.902	0	22,16,0,11,18,24,13,14,7,17,10
7	33.270	0.926	3	12,20,24,6,5,23,10,7,17,3,15
8	31.070	0.909	0	10,2,6,14,0,12,8,18,21,1,24
9	28.870	0.894	0	17,6,5,9,21,22,13,0,20,12,19
10	26.130	0.967	4	12,10,8,4,20,7,19,15,24,5,21
11	23.360	1.027	0	14,19,18,13,22,8,9,7,11,1,0
12	20.590	1.059	0	9,22,2,0,19,10,8,14,4,7,23
13	18.120	1.087	0	12,3,11,24,19,6,5,9,14,0,21
14	16.050	1.136	2	11,20,15,21,2,5,19,14,8,16,4
15	14.150	1.205	0	23,15,14,9,3,4,1,22,16,7,0
16	12.720	1.226	1	16,20,1,23,13,9,4,19,5,21,22
17	11.650	1.264	3	10,16,13,15,11,8,17,6,3,18,23
18	10.700	1.316	1	21,2,16,11,14,8,17,22,15,3,1
19	10.000	1.353	1	21,16,7,19,8,24,17,10,1,13,2
20	9.640	1.502	0	5,20,2,9,8,16,24,0,13,4,10
21	9.250	1.501	2	9,10,15,22,24,19,13,2,5,23,21
22	8.960	1.571	1	7,21,19,11,3,10,1,23,14,6,18
23	8.670	1.727	7	11,13,10,7,15,22,20,23,9,8,19
24	8.670	1.804	0	3,6,17,8,19,9,5,7,0,21,13
25	8.560	1.798	1	22,19,23,18,13,1,10,14,9,7,11
26	8.460	1.889	0	18,7,1,4,19,21,24,0,16,10,12
27	8.240	1.914	0	1,3,24,0,22,21,5,9,20,10,11
28	8.260	2.123	3	9,14,21,5,13,7,18,10,8,3,20
29	8.220	2.182	0	8,14,11,24,6,20,0,12,5,3,1
30	8.220	2.251	0	5,0,22,12,10,6,19,13,16,11,1
31	8.210	2.324	3	11,3,14,23,10,16,13,8,17,15,6
32	8.190	2.388	0	14,0,10,9,4,12,16,17,13,7,21
33	8.280	2.402	1	18,5,13,1,14,7,17,10,20,8,6
34	8.270	2.567	0	20,11,19,14,17,0,2,10,7,5,16
35	8.240	2.565	2	8,16,17,2,11,20,18,14,24,7,13
36	8.290	2.698	1	16,12,2,8,22,7,19,1,11,4,10
37	8.280	2.769	1	2,5,23,18,24,20,8,17,21,14,1
38	8.220	2.844	0	13,15,3,0,20,9,5,1,6,24,4
39	8.160	2.953	3	13,12,18,4,10,5,21,22,14,3,20
40	8.160	3.048	0	20,15,10,14,4,5,19,23,12,0,1
41	8.160	3.185	2	4,6,15,14,13,2,24,7,5,20,12
42	8.310	3.266	2	19,22,2,10,4,18,20,14,5,11,13
43	8.140	3.412	0	22,21,13,11,7,12,9,3,17,0,15
44	8.150	3.551	1	6,14,5,3,19,2,1,13,9,15,11
45	8.220	3.622	3	3,4,15,21,17,11,5,16,6,9,22
46	8.260	3.843	1	3,10,15,4,1,21,11,2,16,13,17
47	8.280	4.035	0	7,11,6,20,24,0,13,3,22,16,5
48	8.280	4.301	0	0,17,9,22,3,16,6,14,21,11,23
49	8.410	4.432	1	2,12,5,6,9,11,23,8,3,22,1
