Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	48.310	0.976	4	4,14,23,5,12,11
11	47.590	0.986	2	13,16,3,17,22,2
12	47.140	1.087	1	23,14,8,1,20,6
13	47.380	0.985	14	10,7,9,6,5,4
14	46.820	1.016	6	6,11,23,20,13,24
15	46.340	0.956	5	12,14,17,8,24,5
16	45.790	0.969	0	20,24,3,5,0,19
17	45.030	1.003	4	12,4,18,5,6,21
18	44.310	0.996	0	0,21,7,14,20,12
19	43.430	1.114	1	4,19,17,1,23,7
20	44.660	0.977	2	22,19,16,9,18,10
21	43.800	1.063	10	16,21,10,17,11,15
22	42.770	1.072	1	12,1,3,9,20,13
23	42.010	1.048	7	8,7,22,13,16,15
24	43.230	1.033	6	18,8,4,1,24,10
25	44.080	1.077	11	5,1,8,3,23,19
26	44.570	1.026	8	7,9,16,19,6,18
27	43.570	1.089	0	11,10,14,0,3,15
28	42.630	1.084	1	6,16,3,19,24,1
29	43.340	1.127	5	12,23,3,24,4,19
30	43.750	1.058	13	21,20,15,17,1,14
31	42.820	1.127	1	5,1,15,23,6,7
32	41.970	1.077	1	5,3,1,4,6,2
33	41.110	1.092	1	3,8,2,12,1,17
34	40.110	1.175	10	13,15,14,10,22,16
35	39.260	1.249	4	6,19,18,8,13,4
36	38.020	1.135	2	6,13,2,19,8,12
37	39.660	1.104	18	8,22,3,6,7,1
38	40.620	1.126	3	12,8,0,23,9,1
39	39.650	1.121	0	0,17,9,7,12,24
40	38.680	1.165	0	20,2,7,9,24,0
41	37.480	1.156	1	2,18,11,10,14,1
42	36.310	1.113	0	23,5,2,0,19,11
43	38.100	1.226	1	17,4,5,0,21,10
44	36.940	1.246	5	16,12,5,23,21,14
45	35.860	1.302	5	6,24,5,19,18,17
46	34.480	1.292	2	8,2,20,14,22,4
47	33.030	1.389	3	13,18,23,16,3,9
48	31.600	1.271	1	4,3,18,19,7,1
49	29.940	1.340	2	12,14,13,11,2,20
