Epoch	Test Accuracy	Min Index	Selected Indices
0	11.930	1.766	NA	NA
1	20.140	1.495	NA	NA
2	28.690	1.382	NA	NA
3	27.470	1.269	NA	NA
4	31.090	1.190	NA	NA
5	31.950	1.132	NA	NA
6	34.450	1.052	NA	NA
7	34.990	1.058	NA	NA
8	34.750	1.005	NA	NA
9	36.150	1.010	NA	NA
10	36.790	1.010	NA	NA
11	35.260	0.966	NA	NA
12	36.600	0.953	NA	NA
13	38.170	0.982	NA	NA
14	37.650	0.935	NA	NA
15	35.560	0.941	NA	NA
16	36.960	0.922	NA	NA
17	34.400	0.888	NA	NA
18	36.660	0.937	NA	NA
19	37.370	0.914	NA	NA
20	39.610	0.924	NA	NA
21	39.790	0.932	NA	NA
22	39.820	0.920	NA	NA
23	38.520	0.877	NA	NA
24	38.570	0.909	NA	NA
25	40.110	0.943	NA	NA
26	38.800	0.858	NA	NA
27	40.380	0.953	NA	NA
28	40.610	0.873	NA	NA
29	39.690	0.901	NA	NA
30	41.340	0.885	NA	NA
31	40.100	0.899	NA	NA
32	40.450	0.962	NA	NA
33	41.570	0.896	NA	NA
34	41.130	0.843	NA	NA
35	41.830	0.900	NA	NA
36	41.260	0.923	NA	NA
37	42.830	0.898	NA	NA
38	40.910	0.896	NA	NA
39	40.670	0.952	NA	NA
40	40.580	0.932	NA	NA
41	40.680	0.922	NA	NA
42	39.680	0.900	NA	NA
43	41.590	0.981	NA	NA
44	41.230	0.959	NA	NA
45	42.230	0.909	NA	NA
46	41.520	0.926	NA	NA
47	41.450	0.900	NA	NA
48	40.260	0.912	NA	NA
49	41.500	0.878	NA	NA
