Epoch	Test Accuracy	Min Index	Selected Indices
0	38.530	1.727	NA	NA
1	44.570	1.179	NA	NA
2	45.100	0.965	NA	NA
3	45.360	0.978	NA	NA
4	45.390	1.000	NA	NA
5	45.490	0.998	NA	NA
6	45.530	1.004	NA	NA
7	45.510	0.998	NA	NA
8	45.550	1.018	NA	NA
9	45.590	1.033	NA	NA
10	45.670	1.028	7	4,14,23,5,12,11,13,16,3,17,1
11	45.680	1.039	7	4,14,23,5,12,11,13,16,3,17,1
12	45.730	1.031	7	4,14,23,5,12,11,13,16,3,17,1
13	45.720	1.022	7	4,14,23,5,12,11,13,16,3,17,1
14	45.750	1.033	7	4,14,23,5,12,11,13,16,3,17,1
15	45.780	1.032	7	4,14,23,5,12,11,13,16,3,17,1
16	45.800	1.037	7	4,14,23,5,12,11,13,16,3,17,1
17	45.770	1.053	7	4,14,23,5,12,11,13,16,3,17,1
18	45.790	1.045	7	4,14,23,5,12,11,13,16,3,17,1
19	45.800	1.049	7	4,14,23,5,12,11,13,16,3,17,1
20	45.810	1.044	7	4,14,23,5,12,11,13,16,3,17,1
21	45.850	1.057	7	4,14,23,5,12,11,13,16,3,17,1
22	45.870	1.054	7	4,14,23,5,12,11,13,16,3,17,1
23	45.890	1.052	7	4,14,23,5,12,11,13,16,3,17,1
24	45.920	1.044	7	4,14,23,5,12,11,13,16,3,17,1
25	45.930	1.045	7	4,14,23,5,12,11,13,16,3,17,1
26	45.930	1.053	7	4,14,23,5,12,11,13,16,3,17,1
27	45.890	1.053	7	4,14,23,5,12,11,13,16,3,17,1
28	45.910	1.062	7	4,14,23,5,12,11,13,16,3,17,1
29	45.920	1.059	7	4,14,23,5,12,11,13,16,3,17,1
30	45.920	1.060	7	4,14,23,5,12,11,13,16,3,17,1
31	45.900	1.072	7	4,14,23,5,12,11,13,16,3,17,1
32	45.930	1.061	7	4,14,23,5,12,11,13,16,3,17,1
33	45.970	1.062	7	4,14,23,5,12,11,13,16,3,17,1
34	46.000	1.068	7	4,14,23,5,12,11,13,16,3,17,1
35	46.020	1.064	7	4,14,23,5,12,11,13,16,3,17,1
36	46.020	1.067	7	4,14,23,5,12,11,13,16,3,17,1
37	46.030	1.060	7	4,14,23,5,12,11,13,16,3,17,1
38	46.030	1.069	7	4,14,23,5,12,11,13,16,3,17,1
39	46.030	1.068	7	4,14,23,5,12,11,13,16,3,17,1
40	46.040	1.066	7	4,14,23,5,12,11,13,16,3,17,1
41	46.060	1.067	7	4,14,23,5,12,11,13,16,3,17,1
42	46.110	1.062	7	4,14,23,5,12,11,13,16,3,17,1
43	46.120	1.073	7	4,14,23,5,12,11,13,16,3,17,1
44	46.140	1.064	7	4,14,23,5,12,11,13,16,3,17,1
45	46.150	1.070	7	4,14,23,5,12,11,13,16,3,17,1
46	46.160	1.071	7	4,14,23,5,12,11,13,16,3,17,1
47	46.150	1.066	7	4,14,23,5,12,11,13,16,3,17,1
48	46.150	1.067	7	4,14,23,5,12,11,13,16,3,17,1
49	46.160	1.081	7	4,14,23,5,12,11,13,16,3,17,1
