Epoch	Test Accuracy	Min Index	Selected Indices
0	35.920	1.401	NA	NA
1	41.580	0.960	NA	NA
2	44.260	0.846	NA	NA
3	45.890	0.726	NA	NA
4	47.200	0.736	NA	NA
5	48.420	0.669	NA	NA
6	48.560	0.660	NA	NA
7	49.480	0.661	NA	NA
8	48.410	0.680	NA	NA
9	48.570	0.642	NA	NA
10	48.500	0.611	4	13,18,19,10,3,11,17,22,7,9
11	47.680	0.676	0	17,21,10,19,11,0,20,12,8,13
12	46.440	0.642	1	4,22,23,1,15,10,16,20,12,21
13	45.200	0.663	0	22,11,21,12,23,0,17,5,1,10
14	43.810	0.721	1	19,20,18,12,9,22,5,17,1,23
15	42.390	0.754	0	2,0,3,22,23,14,13,20,15,1
16	40.890	0.743	2	20,8,14,2,24,16,3,12,18,9
17	39.200	0.756	5	12,5,13,10,16,22,14,20,21,8
18	37.470	0.740	1	12,23,11,2,1,18,22,17,15,10
19	35.600	0.770	0	12,13,1,0,18,14,21,2,17,10
20	33.640	0.816	1	11,6,18,2,7,21,1,8,15,5
21	31.830	0.833	4	11,19,21,16,22,6,12,4,10,7
22	29.730	0.899	3	16,3,20,9,15,11,19,23,5,6
23	27.190	0.925	2	11,7,22,16,4,14,8,2,17,5
24	25.060	0.878	0	8,3,1,6,21,11,23,0,18,10
25	22.860	0.930	0	20,14,13,16,0,22,5,8,24,23
26	20.660	0.995	0	0,4,19,6,16,15,9,21,24,3
27	18.470	1.049	2	24,9,7,3,8,15,11,2,20,5
28	16.620	1.023	2	14,9,11,2,6,5,8,12,20,18
29	15.240	1.150	0	17,8,2,21,24,22,3,10,15,0
30	13.740	1.183	3	14,4,3,22,23,10,17,18,19,15
31	12.870	1.284	4	16,4,11,17,14,9,10,20,6,21
32	11.730	1.326	1	5,15,16,1,4,17,24,12,19,9
33	10.780	1.386	1	24,18,8,9,1,12,16,6,17,14
34	9.960	1.495	0	2,21,24,3,14,10,11,4,19,0
35	9.380	1.578	0	11,21,24,18,0,23,14,3,2,9
36	8.970	1.643	0	24,19,0,17,18,16,1,15,9,3
37	8.380	1.765	1	16,8,5,23,1,22,13,4,12,11
38	7.960	1.847	2	4,15,2,6,20,8,21,16,14,3
39	7.600	1.948	2	9,22,4,23,10,18,2,16,14,24
40	7.160	1.924	2	6,18,12,20,11,21,16,5,2,9
41	6.910	2.164	0	6,0,13,14,3,19,16,22,10,24
42	6.680	2.251	0	18,0,19,20,22,14,17,11,15,3
43	6.420	2.308	5	14,5,16,9,18,19,7,21,20,24
44	6.240	2.405	6	14,17,12,18,6,8,23,15,10,11
45	6.150	2.550	1	7,19,11,8,1,2,5,17,10,21
46	6.050	2.629	0	22,8,24,9,6,13,23,0,15,19
47	6.050	2.729	5	17,8,5,11,21,16,18,13,10,22
48	5.870	2.911	2	24,20,9,15,13,10,14,3,7,2
49	5.860	3.040	6	23,9,8,17,24,12,19,14,20,6
