Epoch	Test Accuracy	Min Index	Selected Indices
0	37.750	1.439	NA	NA
1	38.420	0.940	NA	NA
2	41.900	0.984	NA	NA
3	42.850	0.808	NA	NA
4	45.170	0.833	NA	NA
5	46.720	0.732	NA	NA
6	46.920	0.700	NA	NA
7	46.520	0.772	NA	NA
8	47.130	0.653	NA	NA
9	48.940	0.715	NA	NA
10	47.950	0.660	0	22,4,11,21,18,3,24,0,15,1,19
11	46.570	0.663	0	17,9,8,0,13,10,21,22,7,1,4
12	45.350	0.662	2	21,13,14,3,10,8,22,18,2,5,12
13	44.030	0.672	0	7,0,16,5,4,19,22,9,14,15,20
14	42.440	0.684	1	1,12,23,7,4,9,15,20,3,17,19
15	40.970	0.734	0	2,6,1,7,21,11,4,0,17,22,14
16	38.710	0.682	0	4,7,10,22,19,0,18,17,13,24,14
17	36.520	0.688	1	13,7,11,12,16,1,8,5,4,14,18
18	34.160	0.810	0	14,0,12,5,13,6,1,9,15,17,3
19	31.730	0.789	0	20,10,0,1,12,24,7,21,18,2,4
20	29.380	0.803	0	14,1,2,22,0,15,19,17,16,21,13
21	26.910	0.842	2	12,15,24,21,19,17,20,23,3,2,14
22	24.500	0.826	0	19,11,5,16,21,9,1,15,17,6,0
23	21.980	0.907	1	13,11,4,22,1,24,19,9,3,18,16
24	19.790	0.926	2	13,16,8,4,6,10,21,18,2,14,20
25	17.450	0.956	1	12,13,1,24,14,11,22,6,17,9,4
26	15.410	1.019	0	7,2,14,6,12,15,0,4,23,10,17
27	13.710	1.024	3	10,8,3,17,21,15,23,4,24,5,20
28	12.300	1.153	1	21,1,20,16,7,14,11,4,5,6,10
29	11.290	1.183	2	10,4,5,15,2,6,14,20,23,12,7
30	10.290	1.289	0	6,8,0,7,24,13,15,2,12,20,10
31	9.400	1.285	5	16,19,22,17,5,18,24,14,13,23,9
32	8.420	1.421	1	3,7,20,24,22,21,19,13,23,1,11
33	7.810	1.437	0	12,8,24,4,11,13,17,0,1,2,3
34	7.190	1.529	0	10,23,14,0,3,22,16,20,17,7,5
35	6.780	1.679	0	20,0,14,11,2,3,24,22,7,12,9
36	6.650	1.841	0	4,1,5,6,3,21,12,24,18,0,13
37	6.200	1.920	0	4,7,12,0,9,2,8,20,17,1,21
38	6.000	1.999	0	10,17,9,4,6,16,22,18,24,1,0
39	5.940	2.181	0	19,2,0,5,18,3,10,17,1,9,8
40	5.840	2.282	3	9,22,4,15,23,3,14,10,16,17,7
41	5.750	2.405	0	8,7,14,12,18,5,4,10,11,15,0
42	5.830	2.575	0	22,24,17,14,1,0,2,19,5,11,13
43	5.910	2.671	0	11,0,14,10,5,13,21,23,2,16,17
44	5.960	2.801	0	1,21,9,7,11,17,19,2,10,0,13
45	6.140	2.989	3	20,5,12,19,3,11,13,9,6,23,8
46	6.360	3.133	0	5,7,10,3,18,21,0,11,13,14,4
47	6.570	3.285	0	10,0,3,20,18,13,5,23,9,6,8
48	7.130	3.453	4	19,20,12,6,11,15,4,14,7,13,8
49	7.620	3.681	0	1,0,20,24,23,16,4,19,15,17,11
