Epoch	Test Accuracy	Min Index	Selected Indices
0	34.400	1.782	NA	NA
1	37.480	1.189	NA	NA
2	37.770	1.217	NA	NA
3	37.840	1.239	NA	NA
4	38.000	1.240	NA	NA
5	38.080	1.247	NA	NA
6	38.030	1.246	NA	NA
7	38.040	1.257	NA	NA
8	38.060	1.254	NA	NA
9	38.080	1.264	NA	NA
10	38.120	1.272	6	4,14,23,5,12,11,13,16,3,17,1
11	38.090	1.271	6	4,14,23,5,12,11,13,16,3,17,1
12	38.090	1.271	6	4,14,23,5,12,11,13,16,3,17,1
13	38.060	1.280	6	4,14,23,5,12,11,13,16,3,17,1
14	38.060	1.276	6	4,14,23,5,12,11,13,16,3,17,1
15	38.030	1.271	6	4,14,23,5,12,11,13,16,3,17,1
16	38.040	1.278	6	4,14,23,5,12,11,13,16,3,17,1
17	38.010	1.277	6	4,14,23,5,12,11,13,16,3,17,1
18	38.070	1.291	6	4,14,23,5,12,11,13,16,3,17,1
19	38.130	1.288	6	4,14,23,5,12,11,13,16,3,17,1
20	38.160	1.287	6	4,14,23,5,12,11,13,16,3,17,1
21	38.140	1.291	6	4,14,23,5,12,11,13,16,3,17,1
22	38.150	1.277	6	4,14,23,5,12,11,13,16,3,17,1
23	38.150	1.284	6	4,14,23,5,12,11,13,16,3,17,1
24	38.140	1.284	6	4,14,23,5,12,11,13,16,3,17,1
25	38.130	1.282	6	4,14,23,5,12,11,13,16,3,17,1
26	38.130	1.283	6	4,14,23,5,12,11,13,16,3,17,1
27	38.120	1.301	6	4,14,23,5,12,11,13,16,3,17,1
28	38.110	1.298	6	4,14,23,5,12,11,13,16,3,17,1
29	38.120	1.285	6	4,14,23,5,12,11,13,16,3,17,1
30	38.110	1.290	6	4,14,23,5,12,11,13,16,3,17,1
31	38.120	1.294	6	4,14,23,5,12,11,13,16,3,17,1
32	38.100	1.306	6	4,14,23,5,12,11,13,16,3,17,1
33	38.100	1.293	6	4,14,23,5,12,11,13,16,3,17,1
34	38.110	1.290	6	4,14,23,5,12,11,13,16,3,17,1
35	38.120	1.301	6	4,14,23,5,12,11,13,16,3,17,1
36	38.090	1.303	6	4,14,23,5,12,11,13,16,3,17,1
37	38.110	1.294	6	4,14,23,5,12,11,13,16,3,17,1
38	38.140	1.302	6	4,14,23,5,12,11,13,16,3,17,1
39	38.150	1.287	6	4,14,23,5,12,11,13,16,3,17,1
40	38.130	1.300	6	4,14,23,5,12,11,13,16,3,17,1
41	38.150	1.305	6	4,14,23,5,12,11,13,16,3,17,1
42	38.160	1.295	6	4,14,23,5,12,11,13,16,3,17,1
43	38.180	1.302	6	4,14,23,5,12,11,13,16,3,17,1
44	38.160	1.311	6	4,14,23,5,12,11,13,16,3,17,1
45	38.180	1.307	6	4,14,23,5,12,11,13,16,3,17,1
46	38.200	1.304	6	4,14,23,5,12,11,13,16,3,17,1
47	38.220	1.312	6	4,14,23,5,12,11,13,16,3,17,1
48	38.260	1.311	6	4,14,23,5,12,11,13,16,3,17,1
49	38.270	1.307	6	4,14,23,5,12,11,13,16,3,17,1
