Epoch	Test Accuracy	Min Index	Selected Indices
0	38.930	1.787	NA	NA
1	44.220	1.347	NA	NA
2	47.350	1.190	NA	NA
3	49.310	1.093	NA	NA
4	50.270	1.035	NA	NA
5	51.010	1.026	NA	NA
6	51.630	0.974	NA	NA
7	52.060	0.945	NA	NA
8	52.220	0.950	NA	NA
9	52.630	0.900	NA	NA
10	52.970	0.916	NA	NA
11	53.290	0.898	NA	NA
12	53.350	0.883	NA	NA
13	53.440	0.881	NA	NA
14	53.600	0.858	NA	NA
15	53.830	0.861	NA	NA
16	54.010	0.849	NA	NA
17	54.180	0.843	NA	NA
18	54.290	0.857	NA	NA
19	54.300	0.826	NA	NA
20	54.400	0.831	NA	NA
21	54.590	0.812	NA	NA
22	54.680	0.791	NA	NA
23	54.740	0.829	NA	NA
24	54.900	0.819	NA	NA
25	55.010	0.810	NA	NA
26	55.030	0.803	NA	NA
27	55.040	0.793	NA	NA
28	55.140	0.792	NA	NA
29	55.300	0.808	NA	NA
30	55.350	0.786	NA	NA
31	55.410	0.788	NA	NA
32	55.450	0.782	NA	NA
33	55.530	0.783	NA	NA
34	55.560	0.783	NA	NA
35	55.670	0.769	NA	NA
36	55.710	0.785	NA	NA
37	55.770	0.783	NA	NA
38	55.800	0.768	NA	NA
39	55.900	0.773	NA	NA
40	55.910	0.783	NA	NA
41	55.950	0.770	NA	NA
42	56.020	0.758	NA	NA
43	56.020	0.762	NA	NA
44	56.000	0.766	NA	NA
45	56.030	0.764	NA	NA
46	56.120	0.767	NA	NA
47	56.180	0.748	NA	NA
48	56.250	0.741	NA	NA
49	56.330	0.739	NA	NA
