Epoch	Test Accuracy	Min Index	Selected Indices
0	10.260	1.766	NA	NA
1	12.480	1.622	NA	NA
2	13.070	1.519	NA	NA
3	15.710	1.430	NA	NA
4	19.890	1.361	NA	NA
5	20.470	1.393	NA	NA
6	21.610	1.343	NA	NA
7	23.210	1.346	NA	NA
8	22.790	1.325	NA	NA
9	23.800	1.336	NA	NA
10	23.180	1.340	1	4,14,23,5,12,11,13,16,3,17,1
11	22.390	1.349	1	23,14,8,1,20,6,10,7,9,19,2
12	21.680	1.371	4	4,6,11,22,20,13,23,12,14,8,16
13	20.740	1.409	0	12,5,20,22,3,23,0,24,4,19,21
14	19.740	1.422	0	5,0,21,7,14,12,4,17,1,22,11
15	19.080	1.406	6	19,16,22,9,18,10,23,24,11,15,6
16	18.360	1.422	1	24,1,3,9,20,13,8,7,19,15,14
17	17.640	1.460	1	18,8,4,1,24,10,5,21,23,3,11
18	16.960	1.474	0	1,19,7,9,16,23,6,11,10,14,0
19	16.200	1.472	1	22,3,15,6,16,23,21,1,12,19,18
20	15.420	1.506	0	21,22,4,19,20,15,17,1,14,5,0
21	14.740	1.542	1	15,1,6,7,5,3,23,4,22,2,18
22	13.990	1.583	1	8,2,22,12,1,17,13,15,14,10,11
23	13.500	1.602	1	14,16,6,19,18,8,13,4,22,20,1
24	12.960	1.606	0	19,8,12,23,3,6,7,1,22,21,0
25	12.560	1.612	0	8,9,1,0,17,23,7,12,21,2,3
26	12.120	1.673	0	9,20,23,22,0,2,18,11,10,14,21
27	11.700	1.684	0	23,5,2,0,19,11,17,4,24,21,10
28	11.400	1.722	0	23,0,22,10,16,12,5,19,17,14,3
29	11.060	1.822	2	6,5,19,18,17,8,2,14,4,13,9
30	10.800	1.769	1	18,16,3,20,9,4,22,7,1,12,15
31	10.590	1.822	0	14,13,22,11,2,20,1,24,23,0,9
32	10.460	1.873	2	4,15,3,2,9,22,17,24,18,16,21
33	10.190	1.890	3	11,23,18,12,3,15,10,20,19,9,17
34	10.080	1.872	0	23,11,7,1,0,22,16,3,2,4,19
35	9.980	1.927	0	20,1,15,11,16,22,6,19,23,8,0
36	9.860	2.049	0	19,16,23,3,5,1,18,7,14,0,24
37	9.730	2.076	3	7,11,10,3,20,9,21,19,17,14,15
38	9.590	2.110	1	19,6,10,2,5,22,4,23,13,21,1
39	9.530	2.196	0	10,19,6,24,8,4,3,14,0,22,17
40	9.510	2.147	0	16,5,15,19,1,17,14,11,0,2,7
41	9.530	2.255	1	1,13,12,4,6,23,5,20,8,16,3
42	9.480	2.328	0	9,12,23,8,10,0,21,7,16,5,19
43	9.510	2.355	2	21,13,2,11,3,5,15,24,6,7,16
44	9.530	2.415	0	0,14,10,1,8,15,21,2,11,18,23
45	9.490	2.438	5	20,8,18,14,22,19,9,17,12,11,5
46	9.530	2.538	3	5,4,24,10,15,12,13,7,20,3,8
47	9.460	2.576	0	6,5,2,7,22,0,8,15,21,10,24
48	9.410	2.680	1	22,1,19,8,15,11,10,2,16,9,13
49	9.420	2.751	0	19,23,5,11,9,7,12,13,1,0,4
