Epoch	Test Accuracy	Min Index	Selected Indices
0	10.160	1.766	NA	NA
1	10.900	1.647	NA	NA
2	11.960	1.611	NA	NA
3	13.700	1.536	NA	NA
4	15.450	1.464	NA	NA
5	16.190	1.492	NA	NA
6	14.840	1.473	NA	NA
7	20.560	1.455	NA	NA
8	20.200	1.451	NA	NA
9	21.590	1.505	NA	NA
10	21.040	1.476	1	4,14,23,5,12,11,13,16,3,17,1
11	20.280	1.531	1	23,14,8,1,20,6,10,7,9,19,2
12	19.710	1.522	4	4,6,11,22,20,13,23,12,14,8,16
13	18.960	1.534	0	12,5,20,22,3,23,0,24,4,19,21
14	18.350	1.563	0	5,0,21,7,14,12,4,17,1,22,11
15	17.750	1.552	6	19,16,22,9,18,10,23,24,11,15,6
16	17.200	1.595	1	24,1,3,9,20,13,8,7,19,15,14
17	16.670	1.645	1	18,8,4,1,24,10,5,21,23,3,11
18	16.160	1.597	0	1,19,7,9,16,23,6,11,10,14,0
19	15.770	1.679	1	22,3,15,6,16,23,21,1,12,19,18
20	15.180	1.680	0	21,22,4,19,20,15,17,1,14,5,0
21	14.710	1.704	1	15,1,6,7,5,3,23,4,22,2,18
22	14.200	1.719	1	8,2,22,12,1,17,13,15,14,10,11
23	13.640	1.721	1	14,16,6,19,18,8,13,4,22,20,1
24	13.390	1.782	0	19,8,12,23,3,6,7,1,22,21,0
25	12.880	1.830	0	8,9,1,0,17,23,7,12,21,2,3
26	12.500	1.853	0	9,20,23,22,0,2,18,11,10,14,21
27	12.030	1.893	0	23,5,2,0,19,11,17,4,24,21,10
28	11.790	1.894	0	23,0,22,10,16,12,5,19,17,14,3
29	11.570	1.988	2	6,5,19,18,17,8,2,14,4,13,9
30	11.250	2.013	1	18,16,3,20,9,4,22,7,1,12,15
31	10.870	2.063	0	14,13,22,11,2,20,1,24,23,0,9
32	10.630	2.056	2	4,15,3,2,9,22,17,24,18,16,21
33	10.280	2.065	3	11,23,18,12,3,15,10,20,19,9,17
34	9.970	2.124	0	23,11,7,1,0,22,16,3,2,4,19
35	9.610	2.168	0	20,1,15,11,16,22,6,19,23,8,0
36	9.420	2.225	0	19,16,23,3,5,1,18,7,14,0,24
37	9.120	2.301	3	7,11,10,3,20,9,21,19,17,14,15
38	8.760	2.305	1	19,6,10,2,5,22,4,23,13,21,1
39	8.660	2.381	0	10,19,6,24,8,4,3,14,0,22,17
40	8.520	2.446	0	16,5,15,19,1,17,14,11,0,2,7
41	8.370	2.483	1	1,13,12,4,6,23,5,20,8,16,3
42	8.290	2.567	0	9,12,23,8,10,0,21,7,16,5,19
43	8.230	2.631	2	21,13,2,11,3,5,15,24,6,7,16
44	8.200	2.686	0	0,14,10,1,8,15,21,2,11,18,23
45	7.970	2.730	5	20,8,18,14,22,19,9,17,12,11,5
46	7.910	2.821	3	5,4,24,10,15,12,13,7,20,3,8
47	7.910	2.864	0	6,5,2,7,22,0,8,15,21,10,24
48	7.770	2.942	1	22,1,19,8,15,11,10,2,16,9,13
49	7.610	3.023	0	19,23,5,11,9,7,12,13,1,0,4
