Epoch	Test Accuracy	Min Index	Selected Indices
0	40.920	1.725	NA	NA
1	46.390	1.287	NA	NA
2	48.630	1.143	NA	NA
3	50.080	1.087	NA	NA
4	51.060	1.032	NA	NA
5	51.900	0.996	NA	NA
6	52.260	0.955	NA	NA
7	52.930	0.951	NA	NA
8	53.430	0.920	NA	NA
9	53.710	0.901	NA	NA
10	54.060	0.900	NA	NA
11	54.300	0.881	NA	NA
12	54.520	0.874	NA	NA
13	54.670	0.872	NA	NA
14	54.830	0.854	NA	NA
15	54.990	0.855	NA	NA
16	55.150	0.852	NA	NA
17	55.270	0.841	NA	NA
18	55.480	0.826	NA	NA
19	55.660	0.825	NA	NA
20	55.800	0.821	NA	NA
21	55.830	0.799	NA	NA
22	55.990	0.821	NA	NA
23	56.110	0.817	NA	NA
24	56.130	0.804	NA	NA
25	56.150	0.798	NA	NA
26	56.260	0.798	NA	NA
27	56.280	0.800	NA	NA
28	56.340	0.790	NA	NA
29	56.370	0.795	NA	NA
30	56.450	0.799	NA	NA
31	56.470	0.772	NA	NA
32	56.510	0.777	NA	NA
33	56.590	0.786	NA	NA
34	56.620	0.765	NA	NA
35	56.690	0.771	NA	NA
36	56.720	0.761	NA	NA
37	56.810	0.766	NA	NA
38	56.860	0.777	NA	NA
39	56.880	0.762	NA	NA
40	56.950	0.753	NA	NA
41	56.980	0.761	NA	NA
42	57.100	0.765	NA	NA
43	57.160	0.759	NA	NA
44	57.220	0.760	NA	NA
45	57.230	0.736	NA	NA
46	57.300	0.759	NA	NA
47	57.360	0.737	NA	NA
48	57.410	0.753	NA	NA
49	57.450	0.756	NA	NA
