Epoch	Test Accuracy	Min Index	Selected Indices
0	40.840	1.806	NA	NA
1	44.960	1.289	NA	NA
2	47.180	1.160	NA	NA
3	48.500	1.083	NA	NA
4	49.480	1.030	NA	NA
5	50.270	0.999	NA	NA
6	50.940	0.959	NA	NA
7	51.400	0.936	NA	NA
8	51.940	0.908	NA	NA
9	52.250	0.935	NA	NA
10	52.430	0.886	NA	NA
11	52.700	0.904	NA	NA
12	52.900	0.867	NA	NA
13	53.140	0.880	NA	NA
14	53.370	0.845	NA	NA
15	53.590	0.863	NA	NA
16	53.730	0.851	NA	NA
17	53.930	0.863	NA	NA
18	54.160	0.833	NA	NA
19	54.250	0.837	NA	NA
20	54.400	0.829	NA	NA
21	54.580	0.826	NA	NA
22	54.690	0.821	NA	NA
23	54.680	0.803	NA	NA
24	54.840	0.808	NA	NA
25	54.900	0.802	NA	NA
26	54.970	0.794	NA	NA
27	55.130	0.807	NA	NA
28	55.110	0.791	NA	NA
29	55.190	0.788	NA	NA
30	55.250	0.780	NA	NA
31	55.310	0.789	NA	NA
32	55.360	0.787	NA	NA
33	55.460	0.781	NA	NA
34	55.500	0.788	NA	NA
35	55.580	0.764	NA	NA
36	55.610	0.780	NA	NA
37	55.740	0.775	NA	NA
38	55.800	0.778	NA	NA
39	55.850	0.771	NA	NA
40	55.860	0.768	NA	NA
41	55.900	0.774	NA	NA
42	56.000	0.761	NA	NA
43	56.060	0.765	NA	NA
44	56.040	0.755	NA	NA
45	56.080	0.753	NA	NA
46	56.090	0.762	NA	NA
47	56.140	0.751	NA	NA
48	56.180	0.755	NA	NA
49	56.180	0.757	NA	NA
