Epoch	Test Accuracy	Min Index	Selected Indices
0	37.070	1.808	NA	NA
1	44.190	1.303	NA	NA
2	47.260	1.180	NA	NA
3	49.150	1.100	NA	NA
4	50.270	1.025	NA	NA
5	50.940	1.022	NA	NA
6	51.850	0.984	NA	NA
7	52.250	0.982	NA	NA
8	52.570	0.966	NA	NA
9	53.020	0.927	NA	NA
10	53.340	0.920	NA	NA
11	53.470	0.886	NA	NA
12	53.740	0.885	NA	NA
13	53.910	0.854	NA	NA
14	54.000	0.868	NA	NA
15	54.170	0.855	NA	NA
16	54.380	0.856	NA	NA
17	54.570	0.863	NA	NA
18	54.660	0.835	NA	NA
19	54.790	0.841	NA	NA
20	54.910	0.853	NA	NA
21	55.020	0.810	NA	NA
22	55.130	0.821	NA	NA
23	55.170	0.845	NA	NA
24	55.320	0.820	NA	NA
25	55.390	0.797	NA	NA
26	55.420	0.801	NA	NA
27	55.450	0.812	NA	NA
28	55.520	0.815	NA	NA
29	55.640	0.797	NA	NA
30	55.740	0.797	NA	NA
31	55.770	0.779	NA	NA
32	55.890	0.782	NA	NA
33	55.910	0.794	NA	NA
34	56.010	0.801	NA	NA
35	56.010	0.763	NA	NA
36	56.060	0.777	NA	NA
37	56.090	0.783	NA	NA
38	56.080	0.784	NA	NA
39	56.170	0.786	NA	NA
40	56.150	0.770	NA	NA
41	56.180	0.779	NA	NA
42	56.150	0.778	NA	NA
43	56.210	0.759	NA	NA
44	56.230	0.774	NA	NA
45	56.300	0.752	NA	NA
46	56.370	0.781	NA	NA
47	56.400	0.751	NA	NA
48	56.480	0.748	NA	NA
49	56.510	0.767	NA	NA
