Epoch	Test Accuracy	Min Index	Selected Indices
0	35.280	1.372	NA	NA
1	42.470	0.994	NA	NA
2	42.360	0.827	NA	NA
3	44.660	0.859	NA	NA
4	47.690	0.752	NA	NA
5	49.160	0.704	NA	NA
6	49.300	0.652	NA	NA
7	49.570	0.668	NA	NA
8	49.560	0.546	NA	NA
9	50.940	0.628	NA	NA
10	50.200	0.614	13	13,24
11	49.310	0.659	10	10,16
12	50.030	0.601	1	2,8
13	49.080	0.665	14	14,18
14	49.890	0.657	14	10,6
15	48.890	0.715	2	15,2
16	48.120	0.702	8	8,11
17	46.940	0.741	1	1,15
18	48.920	0.686	18	12,14
19	47.840	0.723	1	1,18
20	46.540	0.716	23	24,23
21	45.580	0.731	11	21,11
22	47.380	0.709	17	20,15
23	46.280	0.766	2	2,10
24	45.150	0.771	20	22,20
25	46.900	0.778	5	2,3
26	45.930	0.796	4	21,4
27	44.600	0.826	6	8,6
28	45.850	0.761	2	13,23
29	46.710	0.811	20	24,17
30	45.560	0.838	5	6,5
31	44.090	0.839	12	12,15
32	45.090	0.826	18	16,21
33	43.950	0.846	1	1,3
34	44.850	0.833	18	11,2
35	43.630	0.852	6	6,9
36	44.530	0.775	8	13,12
37	43.400	0.886	2	6,2
38	42.400	0.920	20	24,20
39	41.030	0.923	8	8,20
40	42.320	0.897	16	22,24
41	42.790	0.916	0	23,11
42	43.470	0.863	13	17,24
43	42.280	0.956	9	9,23
44	41.000	0.901	4	4,24
45	42.200	0.955	7	9,11
46	41.020	0.970	23	23,24
47	41.860	0.940	7	9,17
48	42.420	0.861	13	5,11
49	41.160	0.996	11	24,11
