Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	48.310	0.976	4	4,14,24
11	47.690	1.001	5	5,22,12
12	47.280	1.083	11	23,11,13
13	47.490	0.956	14	16,3,17
14	46.950	1.031	2	3,2,23
15	47.080	0.937	5	14,8,1
16	46.500	0.955	6	21,20,6
17	46.030	1.013	7	10,7,9
18	45.440	1.013	5	24,6,5
19	44.700	1.086	4	4,6,11
20	45.310	0.999	2	11,20,13
21	44.630	1.037	6	6,12,14
22	43.920	1.089	8	17,8,12
23	42.940	0.988	3	5,20,3
24	44.060	1.027	6	5,0,19
25	44.600	1.050	11	12,4,24
26	44.940	1.039	8	18,5,6
27	44.090	1.055	0	5,0,21
28	43.280	1.081	7	7,14,20
29	43.850	1.088	5	12,4,19
30	44.290	1.099	13	17,24,1
31	43.240	1.132	7	19,7,22
32	42.340	1.125	16	19,24,16
33	41.510	1.029	9	22,9,18
34	40.740	1.137	10	10,16,21
35	39.830	1.196	10	10,17,11
36	38.470	1.130	12	15,12,24
37	40.150	1.126	18	1,3,9
38	40.860	1.092	3	20,13,8
39	39.930	1.138	7	7,22,13
40	39.090	1.184	15	24,16,15
41	37.880	1.182	4	18,8,4
42	36.700	1.176	1	1,21,18
43	35.420	1.170	1	10,5,1
44	33.900	1.311	8	24,8,22
45	32.510	1.323	1	22,3,1
46	30.990	1.297	7	19,7,9
47	29.310	1.387	6	16,19,6
48	27.550	1.292	18	20,23,18
49	25.740	1.353	10	11,10,14
